ImageId,WKT_Pix
AOI_2_Vegas_img566,"LINESTRING (812.0 165.0, 801.0 242.0)"
AOI_2_Vegas_img566,"LINESTRING (852.0 165.0, 864.0 171.0, 938.0 183.0, 1008.0 187.0, 1021.0 194.0, 1074.0 201.0, 1168.0 202.0)"
AOI_2_Vegas_img566,"LINESTRING (1074.0 201.0, 1070.0 238.0, 1062.0 272.0)"
AOI_2_Vegas_img566,"LINESTRING (1168.0 202.0, 1297.0 205.0)"
AOI_2_Vegas_img566,"LINESTRING (2.0 350.0, 287.0 351.0, 291.0 386.0, 289.0 649.0, 296.0 1293.0)"
AOI_2_Vegas_img566,"LINESTRING (416.0 353.0, 1296.0 353.0)"
AOI_2_Vegas_img566,"LINESTRING (416.0 353.0, 413.0 417.0, 416.0 817.0, 422.0 1013.0, 424.0 1293.0, 420.0 1297.0)"
AOI_2_Vegas_img566,"LINESTRING (1297.0 424.0, 1170.0 426.0, 1066.0 421.0, 998.0 423.0, 975.0 429.0, 950.0 442.0, 928.0 447.0, 751.0 468.0, 571.0 494.0, 568.0 499.0, 571.0 817.0)"
AOI_2_Vegas_img566,"LINESTRING (2.0 557.0, 77.0 558.0, 110.0 562.0, 133.0 572.0, 148.0 591.0, 153.0 623.0, 152.0 918.0)"
AOI_2_Vegas_img566,"LINESTRING (1296.0 619.0, 970.0 622.0, 886.0 629.0, 851.0 635.0, 817.0 645.0, 796.0 660.0, 788.0 679.0, 783.0 745.0, 781.0 820.0)"
AOI_2_Vegas_img566,"LINESTRING (571.0 817.0, 781.0 820.0)"
AOI_2_Vegas_img566,"LINESTRING (571.0 817.0, 568.0 1114.0, 565.0 1159.0, 555.0 1189.0, 546.0 1239.0, 544.0 1297.0)"
AOI_2_Vegas_img566,"LINESTRING (781.0 820.0, 782.0 1114.0, 786.0 1295.0)"
AOI_2_Vegas_img566,"LINESTRING (1122.0 876.0, 1297.0 880.0)"
AOI_2_Vegas_img566,"LINESTRING (514.0 898.0, 510.0 1002.0)"
AOI_2_Vegas_img566,"LINESTRING (2.0 918.0, 152.0 918.0)"
AOI_2_Vegas_img566,"LINESTRING (152.0 918.0, 156.0 975.0, 153.0 1262.0)"
AOI_2_Vegas_img566,"LINESTRING (510.0 1025.0, 512.0 1143.0)"
AOI_2_Vegas_img566,"LINESTRING (1297.0 1135.0, 1123.0 1136.0)"
AOI_2_Vegas_img566,"LINESTRING (2.0 1260.0, 153.0 1262.0, 155.0 1296.0)"
AOI_2_Vegas_img566,"LINESTRING (510.0 1002.0, 510.0 1025.0)"
AOI_2_Vegas_img567,"LINESTRING (283.0 2.0, 279.0 6.0, 284.0 251.0, 282.0 839.0, 287.0 885.0, 283.0 1198.0, 284.0 1293.0, 288.0 1297.0)"
AOI_2_Vegas_img567,"LINESTRING (407.0 2.0, 411.0 29.0, 412.0 128.0, 409.0 325.0, 413.0 698.0, 412.0 1293.0, 408.0 1297.0)"
AOI_2_Vegas_img567,"LINESTRING (659.0 2.0, 685.0 8.0, 690.0 13.0, 698.0 15.0, 747.0 14.0, 770.0 11.0, 779.0 6.0, 807.0 5.0, 1152.0 6.0, 1149.0 289.0)"
AOI_2_Vegas_img567,"LINESTRING (2.0 39.0, 31.0 44.0, 42.0 54.0, 46.0 237.0, 42.0 431.0, 34.0 439.0, 2.0 442.0)"
AOI_2_Vegas_img567,"LINESTRING (1149.0 289.0, 809.0 289.0, 671.0 304.0, 664.0 310.0, 662.0 541.0, 665.0 545.0, 776.0 561.0, 1018.0 568.0)"
AOI_2_Vegas_img567,"LINESTRING (1149.0 289.0, 1153.0 454.0, 1167.0 544.0, 1122.0 557.0, 1029.0 564.0, 1018.0 568.0)"
AOI_2_Vegas_img567,"LINESTRING (1167.0 544.0, 1239.0 594.0, 1297.0 618.0)"
AOI_2_Vegas_img567,"LINESTRING (1018.0 568.0, 1019.0 808.0, 1014.0 814.0, 991.0 815.0, 909.0 828.0, 678.0 833.0)"
AOI_2_Vegas_img567,"LINESTRING (2.0 975.0, 76.0 976.0, 83.0 978.0, 87.0 983.0, 88.0 1137.0, 83.0 1297.0)"
AOI_2_Vegas_img567,"LINESTRING (1163.0 989.0, 1162.0 1083.0)"
AOI_2_Vegas_img567,"LINESTRING (901.0 992.0, 899.0 1081.0)"
AOI_2_Vegas_img567,"LINESTRING (633.0 1005.0, 635.0 1018.0, 635.0 1067.0)"
AOI_2_Vegas_img567,"LINESTRING (1297.0 1080.0, 1162.0 1083.0)"
AOI_2_Vegas_img567,"LINESTRING (899.0 1081.0, 849.0 1084.0)"
AOI_2_Vegas_img567,"LINESTRING (899.0 1081.0, 1002.0 1083.0)"
AOI_2_Vegas_img567,"LINESTRING (1002.0 1083.0, 1011.0 1079.0, 1162.0 1083.0)"
AOI_2_Vegas_img567,"LINESTRING (1162.0 1083.0, 1164.0 1244.0)"
AOI_2_Vegas_img567,"LINESTRING (1002.0 1083.0, 1010.0 1244.0)"
AOI_2_Vegas_img567,"LINESTRING (849.0 1084.0, 763.0 1081.0, 697.0 1083.0, 685.0 1087.0)"
AOI_2_Vegas_img567,"LINESTRING (849.0 1084.0, 848.0 1239.0, 850.0 1285.0, 855.0 1297.0)"
AOI_2_Vegas_img567,"LINESTRING (685.0 1087.0, 641.0 1086.0, 579.0 1101.0, 541.0 1118.0, 538.0 1131.0, 546.0 1297.0)"
AOI_2_Vegas_img567,"LINESTRING (685.0 1087.0, 683.0 1214.0, 687.0 1296.0)"
AOI_2_Vegas_img567,"LINESTRING (1056.0 1243.0, 1010.0 1244.0)"
AOI_2_Vegas_img567,"LINESTRING (1010.0 1244.0, 1012.0 1295.0)"
AOI_2_Vegas_img567,"LINESTRING (1085.0 1245.0, 1164.0 1244.0)"
AOI_2_Vegas_img567,"LINESTRING (1164.0 1244.0, 1169.0 1293.0, 1174.0 1297.0)"
AOI_2_Vegas_img567,"LINESTRING (1056.0 1243.0, 1085.0 1245.0)"
AOI_2_Vegas_img569,"LINESTRING (516.0 2.0, 490.0 101.0, 481.0 157.0, 460.0 382.0, 443.0 666.0, 437.0 714.0, 428.0 902.0, 422.0 1093.0, 421.0 1295.0)"
AOI_2_Vegas_img569,"LINESTRING (638.0 259.0, 783.0 259.0, 871.0 276.0, 907.0 280.0)"
AOI_2_Vegas_img569,"LINESTRING (1296.0 262.0, 1222.0 265.0, 1000.0 261.0, 949.0 266.0, 907.0 280.0)"
AOI_2_Vegas_img569,"LINESTRING (1222.0 265.0, 1215.0 1212.0)"
AOI_2_Vegas_img569,"LINESTRING (907.0 280.0, 903.0 517.0)"
AOI_2_Vegas_img569,"LINESTRING (612.0 516.0, 903.0 517.0, 905.0 662.0, 901.0 778.0)"
AOI_2_Vegas_img569,"LINESTRING (592.0 776.0, 901.0 778.0, 902.0 1120.0, 904.0 1171.0, 911.0 1195.0, 929.0 1207.0, 970.0 1213.0, 1051.0 1217.0, 1215.0 1212.0)"
AOI_2_Vegas_img569,"LINESTRING (611.0 934.0, 610.0 1011.0)"
AOI_2_Vegas_img569,"LINESTRING (732.0 934.0, 731.0 1012.0)"
AOI_2_Vegas_img569,"LINESTRING (503.0 999.0, 521.0 1007.0, 610.0 1011.0)"
AOI_2_Vegas_img569,"LINESTRING (859.0 1008.0, 843.0 1006.0, 813.0 1010.0, 731.0 1012.0)"
AOI_2_Vegas_img569,"LINESTRING (610.0 1011.0, 731.0 1012.0)"
AOI_2_Vegas_img569,"LINESTRING (610.0 1011.0, 606.0 1105.0)"
AOI_2_Vegas_img569,"LINESTRING (731.0 1012.0, 732.0 1106.0)"
AOI_2_Vegas_img569,"LINESTRING (606.0 1105.0, 504.0 1109.0)"
AOI_2_Vegas_img569,"LINESTRING (606.0 1105.0, 605.0 1199.0)"
AOI_2_Vegas_img569,"LINESTRING (732.0 1106.0, 820.0 1108.0)"
AOI_2_Vegas_img569,"LINESTRING (732.0 1106.0, 733.0 1204.0)"
AOI_2_Vegas_img569,"LINESTRING (605.0 1199.0, 533.0 1201.0, 501.0 1206.0)"
AOI_2_Vegas_img569,"LINESTRING (605.0 1199.0, 608.0 1205.0)"
AOI_2_Vegas_img569,"LINESTRING (733.0 1204.0, 822.0 1200.0, 845.0 1203.0)"
AOI_2_Vegas_img569,"LINESTRING (608.0 1205.0, 733.0 1204.0)"
AOI_2_Vegas_img569,"LINESTRING (733.0 1204.0, 734.0 1293.0, 730.0 1297.0)"
AOI_2_Vegas_img569,"LINESTRING (608.0 1205.0, 605.0 1294.0)"
AOI_2_Vegas_img569,"LINESTRING (1215.0 1212.0, 1297.0 1216.0)"
AOI_2_Vegas_img58,"LINESTRING (16.0 2.0, 21.0 6.0, 40.0 535.0)"
AOI_2_Vegas_img58,"LINESTRING (995.0 2.0, 998.0 80.0)"
AOI_2_Vegas_img58,"LINESTRING (1243.0 4.0, 1251.0 258.0, 1249.0 337.0, 1239.0 375.0, 1235.0 404.0, 1245.0 672.0, 1244.0 710.0)"
AOI_2_Vegas_img58,"LINESTRING (998.0 80.0, 881.0 83.0, 443.0 80.0, 383.0 83.0, 359.0 92.0, 352.0 111.0, 351.0 163.0, 366.0 501.0, 373.0 522.0, 386.0 530.0, 414.0 535.0, 694.0 532.0)"
AOI_2_Vegas_img58,"LINESTRING (998.0 80.0, 1018.0 533.0)"
AOI_2_Vegas_img58,"LINESTRING (688.0 354.0, 694.0 532.0, 1018.0 533.0, 1022.0 556.0, 1024.0 704.0)"
AOI_2_Vegas_img58,"LINESTRING (40.0 535.0, 2.0 536.0)"
AOI_2_Vegas_img58,"LINESTRING (40.0 535.0, 47.0 654.0, 47.0 731.0)"
AOI_2_Vegas_img58,"LINESTRING (1024.0 704.0, 771.0 712.0)"
AOI_2_Vegas_img58,"LINESTRING (1024.0 704.0, 1244.0 710.0, 1294.0 713.0)"
AOI_2_Vegas_img58,"LINESTRING (1244.0 710.0, 1241.0 755.0)"
AOI_2_Vegas_img58,"LINESTRING (1294.0 713.0, 1293.0 755.0)"
AOI_2_Vegas_img58,"LINESTRING (47.0 731.0, 2.0 734.0)"
AOI_2_Vegas_img58,"LINESTRING (47.0 731.0, 232.0 737.0)"
AOI_2_Vegas_img58,"LINESTRING (798.0 732.0, 782.0 733.0, 774.0 740.0)"
AOI_2_Vegas_img58,"LINESTRING (427.0 736.0, 361.0 733.0, 232.0 737.0)"
AOI_2_Vegas_img58,"LINESTRING (427.0 736.0, 547.0 733.0, 628.0 737.0)"
AOI_2_Vegas_img58,"LINESTRING (427.0 736.0, 426.0 1295.0)"
AOI_2_Vegas_img58,"LINESTRING (232.0 737.0, 229.0 842.0, 232.0 1205.0, 227.0 1241.0, 214.0 1255.0, 184.0 1262.0, 2.0 1262.0)"
AOI_2_Vegas_img58,"LINESTRING (628.0 737.0, 744.0 734.0, 766.0 736.0, 774.0 740.0)"
AOI_2_Vegas_img58,"LINESTRING (628.0 737.0, 630.0 828.0)"
AOI_2_Vegas_img58,"LINESTRING (774.0 740.0, 782.0 751.0, 792.0 753.0, 956.0 758.0)"
AOI_2_Vegas_img58,"LINESTRING (1241.0 755.0, 1293.0 755.0)"
AOI_2_Vegas_img58,"LINESTRING (1241.0 755.0, 956.0 758.0)"
AOI_2_Vegas_img58,"LINESTRING (1241.0 755.0, 1240.0 1035.0)"
AOI_2_Vegas_img58,"LINESTRING (1293.0 755.0, 1297.0 771.0)"
AOI_2_Vegas_img58,"LINESTRING (956.0 758.0, 957.0 826.0, 870.0 829.0)"
AOI_2_Vegas_img58,"LINESTRING (957.0 826.0, 1132.0 827.0, 1149.0 829.0, 1156.0 835.0, 1159.0 853.0, 1157.0 1032.0)"
AOI_2_Vegas_img58,"LINESTRING (957.0 826.0, 952.0 1032.0)"
AOI_2_Vegas_img58,"LINESTRING (630.0 828.0, 601.0 832.0, 520.0 832.0, 502.0 834.0, 493.0 840.0, 491.0 983.0, 494.0 1030.0, 503.0 1037.0, 547.0 1038.0, 629.0 1033.0, 704.0 1021.0)"
AOI_2_Vegas_img58,"LINESTRING (630.0 828.0, 697.0 832.0)"
AOI_2_Vegas_img58,"LINESTRING (789.0 829.0, 697.0 832.0)"
AOI_2_Vegas_img58,"LINESTRING (789.0 829.0, 870.0 829.0)"
AOI_2_Vegas_img58,"LINESTRING (789.0 829.0, 788.0 1025.0)"
AOI_2_Vegas_img58,"LINESTRING (870.0 829.0, 869.0 1029.0)"
AOI_2_Vegas_img58,"LINESTRING (697.0 832.0, 704.0 1021.0, 788.0 1025.0, 827.0 1030.0, 869.0 1029.0, 921.0 1035.0, 952.0 1032.0, 981.0 1037.0, 1157.0 1032.0, 1240.0 1035.0, 1241.0 1171.0)"
AOI_2_Vegas_img58,"LINESTRING (1297.0 1035.0, 1297.0 1138.0)"
AOI_2_Vegas_img58,"LINESTRING (1270.0 1134.0, 1273.0 1155.0, 1270.0 1223.0, 1159.0 1230.0, 1153.0 1238.0, 1149.0 1294.0, 1145.0 1297.0)"
AOI_2_Vegas_img58,"LINESTRING (1270.0 1223.0, 1277.0 1297.0)"
AOI_2_Vegas_img58,"LINESTRING (801.0 1295.0, 800.0 1142.0, 798.0 1118.0, 792.0 1107.0, 777.0 1102.0, 749.0 1099.0, 544.0 1096.0, 539.0 1102.0, 534.0 1296.0)"
AOI_2_Vegas_img585,"LINESTRING (126.0 2.0, 130.0 5.0, 145.0 128.0, 149.0 191.0, 145.0 214.0)"
AOI_2_Vegas_img585,"LINESTRING (342.0 2.0, 346.0 56.0, 362.0 200.0, 368.0 221.0, 382.0 233.0, 418.0 238.0, 861.0 236.0)"
AOI_2_Vegas_img585,"LINESTRING (662.0 2.0, 666.0 31.0)"
AOI_2_Vegas_img585,"LINESTRING (44.0 3.0, 64.0 194.0, 62.0 226.0)"
AOI_2_Vegas_img585,"LINESTRING (860.0 3.0, 861.0 236.0)"
AOI_2_Vegas_img585,"LINESTRING (1060.0 3.0, 1067.0 188.0, 1297.0 187.0)"
AOI_2_Vegas_img585,"LINESTRING (1067.0 188.0, 1067.0 291.0)"
AOI_2_Vegas_img585,"LINESTRING (145.0 214.0, 62.0 226.0)"
AOI_2_Vegas_img585,"LINESTRING (145.0 214.0, 153.0 233.0, 172.0 413.0, 216.0 720.0, 230.0 858.0, 230.0 899.0)"
AOI_2_Vegas_img585,"LINESTRING (2.0 218.0, 47.0 218.0, 59.0 227.0)"
AOI_2_Vegas_img585,"LINESTRING (62.0 226.0, 59.0 227.0)"
AOI_2_Vegas_img585,"LINESTRING (62.0 226.0, 70.0 240.0, 112.0 618.0)"
AOI_2_Vegas_img585,"LINESTRING (59.0 227.0, 44.0 241.0, 29.0 245.0, 5.0 243.0)"
AOI_2_Vegas_img585,"LINESTRING (861.0 236.0, 867.0 491.0)"
AOI_2_Vegas_img585,"LINESTRING (2.0 444.0, 4.0 509.0, 12.0 529.0, 12.0 550.0, 21.0 621.0)"
AOI_2_Vegas_img585,"LINESTRING (1297.0 476.0, 1143.0 478.0, 1139.0 482.0, 1147.0 785.0)"
AOI_2_Vegas_img585,"LINESTRING (867.0 491.0, 327.0 493.0)"
AOI_2_Vegas_img585,"LINESTRING (867.0 491.0, 874.0 745.0)"
AOI_2_Vegas_img585,"LINESTRING (112.0 618.0, 21.0 621.0)"
AOI_2_Vegas_img585,"LINESTRING (112.0 618.0, 130.0 721.0, 135.0 773.0, 143.0 935.0)"
AOI_2_Vegas_img585,"LINESTRING (21.0 621.0, 2.0 625.0)"
AOI_2_Vegas_img585,"LINESTRING (357.0 745.0, 874.0 745.0)"
AOI_2_Vegas_img585,"LINESTRING (874.0 745.0, 879.0 820.0)"
AOI_2_Vegas_img585,"LINESTRING (2.0 750.0, 31.0 751.0, 38.0 756.0, 41.0 807.0)"
AOI_2_Vegas_img585,"LINESTRING (1297.0 777.0, 1204.0 780.0, 1147.0 785.0)"
AOI_2_Vegas_img585,"LINESTRING (904.0 782.0, 971.0 779.0, 1029.0 781.0, 1054.0 784.0, 1063.0 794.0)"
AOI_2_Vegas_img585,"LINESTRING (1147.0 785.0, 1144.0 792.0, 1063.0 794.0)"
AOI_2_Vegas_img585,"LINESTRING (1144.0 792.0, 1157.0 979.0)"
AOI_2_Vegas_img585,"LINESTRING (1063.0 794.0, 1055.0 805.0, 1028.0 810.0, 992.0 811.0, 915.0 820.0, 879.0 820.0)"
AOI_2_Vegas_img585,"LINESTRING (41.0 807.0, 2.0 810.0)"
AOI_2_Vegas_img585,"LINESTRING (41.0 807.0, 47.0 843.0, 46.0 868.0)"
AOI_2_Vegas_img585,"LINESTRING (879.0 820.0, 878.0 898.0)"
AOI_2_Vegas_img585,"LINESTRING (46.0 868.0, 2.0 871.0)"
AOI_2_Vegas_img585,"LINESTRING (46.0 868.0, 54.0 930.0)"
AOI_2_Vegas_img585,"LINESTRING (185.0 869.0, 188.0 881.0, 209.0 896.0, 230.0 899.0)"
AOI_2_Vegas_img585,"LINESTRING (723.0 897.0, 528.0 892.0, 411.0 897.0, 401.0 901.0)"
AOI_2_Vegas_img585,"LINESTRING (723.0 897.0, 770.0 895.0, 798.0 900.0)"
AOI_2_Vegas_img585,"LINESTRING (723.0 897.0, 723.0 979.0, 728.0 1049.0, 730.0 1144.0)"
AOI_2_Vegas_img585,"LINESTRING (878.0 898.0, 798.0 900.0)"
AOI_2_Vegas_img585,"LINESTRING (878.0 898.0, 883.0 1146.0)"
AOI_2_Vegas_img585,"LINESTRING (230.0 899.0, 235.0 904.0)"
AOI_2_Vegas_img585,"LINESTRING (798.0 900.0, 799.0 1147.0)"
AOI_2_Vegas_img585,"LINESTRING (401.0 901.0, 332.0 903.0)"
AOI_2_Vegas_img585,"LINESTRING (401.0 901.0, 408.0 987.0)"
AOI_2_Vegas_img585,"LINESTRING (332.0 903.0, 235.0 904.0)"
AOI_2_Vegas_img585,"LINESTRING (332.0 903.0, 346.0 1145.0)"
AOI_2_Vegas_img585,"LINESTRING (235.0 904.0, 244.0 1139.0, 248.0 1151.0)"
AOI_2_Vegas_img585,"LINESTRING (54.0 930.0, 2.0 933.0)"
AOI_2_Vegas_img585,"LINESTRING (54.0 930.0, 143.0 935.0, 171.0 939.0, 189.0 956.0, 193.0 968.0, 201.0 1040.0)"
AOI_2_Vegas_img585,"LINESTRING (143.0 935.0, 144.0 973.0, 152.0 1021.0, 151.0 1056.0)"
AOI_2_Vegas_img585,"LINESTRING (1297.0 978.0, 1157.0 979.0)"
AOI_2_Vegas_img585,"LINESTRING (1157.0 979.0, 1154.0 1187.0)"
AOI_2_Vegas_img585,"LINESTRING (408.0 987.0, 424.0 987.0, 437.0 995.0, 448.0 1008.0, 452.0 1026.0, 451.0 1039.0, 446.0 1050.0, 431.0 1063.0, 412.0 1068.0)"
AOI_2_Vegas_img585,"LINESTRING (408.0 987.0, 412.0 1068.0)"
AOI_2_Vegas_img585,"LINESTRING (151.0 1056.0, 62.0 1064.0)"
AOI_2_Vegas_img585,"LINESTRING (151.0 1056.0, 159.0 1144.0, 168.0 1208.0, 168.0 1247.0)"
AOI_2_Vegas_img585,"LINESTRING (2.0 1064.0, 62.0 1064.0, 62.0 1124.0)"
AOI_2_Vegas_img585,"LINESTRING (412.0 1068.0, 411.0 1143.0)"
AOI_2_Vegas_img585,"LINESTRING (62.0 1124.0, 2.0 1126.0)"
AOI_2_Vegas_img585,"LINESTRING (62.0 1124.0, 66.0 1184.0)"
AOI_2_Vegas_img585,"LINESTRING (408.0 1142.0, 397.0 1138.0, 355.0 1140.0, 346.0 1145.0)"
AOI_2_Vegas_img585,"LINESTRING (408.0 1142.0, 394.0 1155.0)"
AOI_2_Vegas_img585,"LINESTRING (408.0 1142.0, 411.0 1143.0, 481.0 1155.0, 613.0 1154.0)"
AOI_2_Vegas_img585,"LINESTRING (730.0 1144.0, 613.0 1154.0)"
AOI_2_Vegas_img585,"LINESTRING (730.0 1144.0, 799.0 1147.0)"
AOI_2_Vegas_img585,"LINESTRING (346.0 1145.0, 248.0 1151.0)"
AOI_2_Vegas_img585,"LINESTRING (346.0 1145.0, 358.0 1156.0, 384.0 1158.0)"
AOI_2_Vegas_img585,"LINESTRING (346.0 1145.0, 351.0 1296.0)"
AOI_2_Vegas_img585,"LINESTRING (883.0 1146.0, 799.0 1147.0)"
AOI_2_Vegas_img585,"LINESTRING (799.0 1147.0, 799.0 1287.0)"
AOI_2_Vegas_img585,"LINESTRING (883.0 1146.0, 887.0 1189.0)"
AOI_2_Vegas_img585,"LINESTRING (248.0 1151.0, 254.0 1295.0)"
AOI_2_Vegas_img585,"LINESTRING (613.0 1154.0, 608.0 1297.0)"
AOI_2_Vegas_img585,"LINESTRING (66.0 1184.0, 2.0 1187.0)"
AOI_2_Vegas_img585,"LINESTRING (66.0 1184.0, 72.0 1249.0)"
AOI_2_Vegas_img585,"LINESTRING (1154.0 1187.0, 887.0 1189.0)"
AOI_2_Vegas_img585,"LINESTRING (1154.0 1187.0, 1297.0 1192.0)"
AOI_2_Vegas_img585,"LINESTRING (887.0 1189.0, 885.0 1297.0)"
AOI_2_Vegas_img585,"LINESTRING (657.0 1215.0, 668.0 1279.0, 690.0 1284.0, 799.0 1287.0)"
AOI_2_Vegas_img585,"LINESTRING (168.0 1247.0, 72.0 1249.0)"
AOI_2_Vegas_img585,"LINESTRING (168.0 1247.0, 173.0 1293.0, 179.0 1297.0)"
AOI_2_Vegas_img585,"LINESTRING (72.0 1249.0, 2.0 1252.0)"
AOI_2_Vegas_img585,"LINESTRING (72.0 1249.0, 72.0 1296.0)"
AOI_2_Vegas_img585,"LINESTRING (1117.0 1257.0, 980.0 1264.0, 970.0 1272.0, 969.0 1297.0)"
AOI_2_Vegas_img585,"LINESTRING (394.0 1155.0, 384.0 1158.0)"
AOI_2_Vegas_img586,"LINESTRING (815.0 2.0, 828.0 5.0, 831.0 178.0)"
AOI_2_Vegas_img586,"LINESTRING (57.0 4.0, 57.0 150.0, 56.0 160.0, 45.0 173.0)"
AOI_2_Vegas_img586,"LINESTRING (2.0 152.0, 17.0 172.0, 2.0 192.0)"
AOI_2_Vegas_img586,"LINESTRING (17.0 172.0, 45.0 173.0, 72.0 176.0, 198.0 175.0, 642.0 181.0, 831.0 178.0)"
AOI_2_Vegas_img586,"LINESTRING (45.0 173.0, 55.0 187.0, 69.0 661.0, 87.0 835.0, 97.0 1036.0, 114.0 1166.0, 125.0 1297.0)"
AOI_2_Vegas_img586,"LINESTRING (831.0 178.0, 925.0 182.0, 1296.0 180.0)"
AOI_2_Vegas_img586,"LINESTRING (831.0 178.0, 834.0 346.0, 257.0 352.0, 200.0 354.0)"
AOI_2_Vegas_img586,"LINESTRING (834.0 346.0, 839.0 449.0, 1297.0 448.0)"
AOI_2_Vegas_img586,"LINESTRING (839.0 449.0, 841.0 604.0, 208.0 613.0)"
AOI_2_Vegas_img586,"LINESTRING (841.0 604.0, 846.0 858.0)"
AOI_2_Vegas_img586,"LINESTRING (1100.0 705.0, 1297.0 705.0)"
AOI_2_Vegas_img586,"LINESTRING (2.0 851.0, 2.0 872.0)"
AOI_2_Vegas_img586,"LINESTRING (846.0 858.0, 209.0 867.0)"
AOI_2_Vegas_img586,"LINESTRING (846.0 858.0, 850.0 1111.0)"
AOI_2_Vegas_img586,"LINESTRING (1297.0 961.0, 1104.0 961.0, 1069.0 966.0, 1059.0 973.0, 1054.0 999.0, 1060.0 1218.0)"
AOI_2_Vegas_img586,"LINESTRING (2.0 964.0, 2.0 1015.0, 8.0 1094.0, 16.0 1101.0, 22.0 1126.0, 40.0 1295.0)"
AOI_2_Vegas_img586,"LINESTRING (850.0 1111.0, 697.0 1114.0, 660.0 1118.0)"
AOI_2_Vegas_img586,"LINESTRING (850.0 1111.0, 856.0 1296.0)"
AOI_2_Vegas_img586,"LINESTRING (660.0 1118.0, 404.0 1119.0, 380.0 1121.0, 353.0 1128.0, 343.0 1141.0, 340.0 1162.0, 341.0 1295.0)"
AOI_2_Vegas_img586,"LINESTRING (660.0 1118.0, 662.0 1295.0)"
AOI_2_Vegas_img586,"LINESTRING (1060.0 1218.0, 1297.0 1220.0)"
AOI_2_Vegas_img586,"LINESTRING (1060.0 1218.0, 1061.0 1297.0)"
AOI_2_Vegas_img586,"LINESTRING (2.0 872.0, 2.0 964.0)"
AOI_2_Vegas_img590,"LINESTRING (54.0 2.0, 62.0 7.0, 71.0 40.0, 92.0 368.0, 100.0 421.0, 119.0 495.0, 138.0 550.0, 177.0 633.0, 325.0 881.0, 363.0 972.0)"
AOI_2_Vegas_img590,"LINESTRING (402.0 2.0, 373.0 3.0, 368.0 6.0, 366.0 12.0)"
AOI_2_Vegas_img590,"LINESTRING (619.0 2.0, 624.0 9.0, 626.0 94.0)"
AOI_2_Vegas_img590,"LINESTRING (884.0 2.0, 878.0 20.0, 865.0 30.0)"
AOI_2_Vegas_img590,"LINESTRING (1039.0 2.0, 1039.0 94.0)"
AOI_2_Vegas_img590,"LINESTRING (1156.0 2.0, 1155.0 128.0, 1149.0 155.0)"
AOI_2_Vegas_img590,"LINESTRING (776.0 3.0, 775.0 26.0)"
AOI_2_Vegas_img590,"LINESTRING (6.0 4.0, 7.0 105.0, 5.0 305.0, 2.0 345.0)"
AOI_2_Vegas_img590,"LINESTRING (715.0 4.0, 712.0 96.0)"
AOI_2_Vegas_img590,"LINESTRING (366.0 12.0, 210.0 28.0, 182.0 35.0, 173.0 47.0, 171.0 144.0, 179.0 409.0, 188.0 440.0, 208.0 475.0, 226.0 494.0, 251.0 503.0)"
AOI_2_Vegas_img590,"LINESTRING (366.0 12.0, 374.0 231.0, 373.0 433.0, 376.0 488.0)"
AOI_2_Vegas_img590,"LINESTRING (775.0 26.0, 865.0 30.0)"
AOI_2_Vegas_img590,"LINESTRING (775.0 26.0, 775.0 95.0)"
AOI_2_Vegas_img590,"LINESTRING (865.0 30.0, 864.0 88.0, 775.0 95.0)"
AOI_2_Vegas_img590,"LINESTRING (864.0 88.0, 966.0 95.0, 1039.0 94.0)"
AOI_2_Vegas_img590,"LINESTRING (626.0 94.0, 712.0 96.0)"
AOI_2_Vegas_img590,"LINESTRING (626.0 94.0, 624.0 159.0, 629.0 391.0)"
AOI_2_Vegas_img590,"LINESTRING (775.0 95.0, 775.0 163.0)"
AOI_2_Vegas_img590,"LINESTRING (1039.0 94.0, 1043.0 155.0)"
AOI_2_Vegas_img590,"LINESTRING (712.0 96.0, 710.0 264.0, 715.0 391.0)"
AOI_2_Vegas_img590,"LINESTRING (1043.0 155.0, 1149.0 155.0)"
AOI_2_Vegas_img590,"LINESTRING (1043.0 155.0, 1037.0 162.0, 946.0 167.0, 775.0 163.0, 780.0 278.0)"
AOI_2_Vegas_img590,"LINESTRING (311.0 269.0, 310.0 419.0, 314.0 489.0)"
AOI_2_Vegas_img590,"LINESTRING (780.0 278.0, 820.0 277.0, 951.0 283.0, 1110.0 282.0, 1128.0 287.0, 1147.0 303.0, 1152.0 322.0, 1155.0 488.0, 1154.0 639.0, 1146.0 703.0)"
AOI_2_Vegas_img590,"LINESTRING (780.0 278.0, 779.0 390.0)"
AOI_2_Vegas_img590,"LINESTRING (749.0 290.0, 753.0 303.0, 755.0 383.0)"
AOI_2_Vegas_img590,"LINESTRING (38.0 327.0, 42.0 376.0, 58.0 458.0, 71.0 506.0, 96.0 576.0, 140.0 672.0, 282.0 935.0, 303.0 993.0, 314.0 1056.0, 313.0 1133.0, 299.0 1200.0, 280.0 1251.0, 274.0 1258.0)"
AOI_2_Vegas_img590,"LINESTRING (755.0 383.0, 715.0 391.0)"
AOI_2_Vegas_img590,"LINESTRING (755.0 383.0, 760.0 388.0, 779.0 390.0)"
AOI_2_Vegas_img590,"LINESTRING (629.0 391.0, 715.0 391.0)"
AOI_2_Vegas_img590,"LINESTRING (629.0 391.0, 622.0 489.0)"
AOI_2_Vegas_img590,"LINESTRING (715.0 391.0, 717.0 540.0, 709.0 764.0)"
